carat,depth,table,price,x,y,z,volume_xyz,area_xy,area_xz,area_yz,price_per_carat,length_width_ratio,depth_ratio,table_depth_ratio,carat_per_volume,price_per_volume,mean_dimension,dimension_cv,class
1.21,59.5,62,5556 €,6.65,6.57,3.84,167.77152,43.6905,25.536,25.2288,4591.735537,1.01217656,0.5809379728,1.042016807,0.00721218953,33.11646697,5.686666667,0.2296949993,Premium
0.7,60.4,56,1926 €,5.71,5.74,3.46,113.402884,32.7754,19.7566,19.8604,2751.428571,0.9947735192,0.6043668122,0.9271523179,0.006172682522,16.98369505,4.97,0.2148493923,Ideal
1.51,61.6,54,9891 €,7.38,7.42,4.57,250.251372,54.7596,33.7266,33.9094,6550.331126,0.9946091644,0.6175675676,0.8766233766,0.006033932953,39.52425883,6.456666667,0.2066352196,Ideal
1.51,61.9,56,10781 €,7.36,7.31,4.54,244.259264,53.8016,33.4144,33.1874,7139.735099,1.006839945,0.6189502386,0.9046849758,0.006181955907,44.13752757,6.403333333,0.205788716,Ideal
0.41,62.4,60,,4.73,4.7,2.94,65.35914,22.231,13.9062,13.818,2587.804878,1.006382979,0.6235418876,0.9615384615,0.006273032356,16.23338373,4.123333333,0.2029505221,Premium
0.57,61.7,54,2095 €,5.32,5.41,3.31,95.265772,28.7812,17.6092,17.9071,3675.438596,0.9833641405,0.6169617894,0.8752025932,0.005983261228,21.99110925,4.68,0.2071437658,Ideal
0.36,59.6,58,851 €,4.65,4.61,2.76,59.16474,21.4365,12.834,12.7236,2363.888889,1.00867679,0.596112311,0.9731543624,0.006084705181,14.38356697,4.006666667,0.220052669,Premium
0.4,61.3,56,1252 €,4.76,4.8,2.93,66.94464,22.848,13.9468,14.064,3130,0.9916666667,0.6129707113,0.9135399674,0.00597508628,18.70202006,4.163333333,0.2095079034,Ideal
0.39,61.8,55,711 €,4.66,4.71,2.9,63.65094,21.9486,13.514,13.659,1823.076923,0.9893842887,0.6189967983,0.8899676375,0.006127167957,11.17029851,4.09,0.2057957505,Ideal
0.71,60.4,58,2297 €,5.8,5.83,3.51,118.68714,33.814,20.358,20.4633,3235.211268,0.9948542024,0.60361135,0.9602649007,0.005982113985,19.35340257,5.046666667,0.2153216199,Premium
1.04,62,56,6996 €,6.53,6.46,4.03,170.000714,42.1838,26.3159,26.0338,6726.923077,1.010835913,0.6204772902,0.9032258065,0.006117621365,41.15276833,5.673333333,0.2048819317,Premium
0.62,61.1,59,1579 €,5.53,5.5,3.37,102.49855,30.415,18.6361,18.535,2546.774194,1.005454545,0.6110607434,0.9656301146,0.006048866057,15.40509597,4.8,0.2106743472,Premium
0.55,61.9,58,1185 €,5.2,5.24,3.23,88.01104,27.248,16.796,16.9252,2154.545455,0.9923664122,0.6187739464,0.9369951535,0.006249216007,13.46421994,4.556666667,0.2059042687,Premium
0.33,61.3,56,463 €,4.44,4.47,2.73,54.181764,19.8468,12.1212,12.2031,1403.030303,0.9932885906,0.6127946128,0.9135399674,0.006090610117,8.545310559,3.88,0.2096043877,Ideal
0.42,62.2,59,1181 €,4.79,4.76,2.97,67.717188,22.8004,14.2263,14.1372,2811.904762,1.006302521,0.6219895288,0.9485530547,0.006202265812,17.44018077,4.173333333,0.20390734,Premium
0.9,62,57,4318 €,6.21,6.25,3.86,149.81625,38.8125,23.9706,24.125,4797.777778,0.9936,0.6195826645,0.9193548387,0.006007359015,28.82197358,5.44,0.2053948623,Ideal
0.51,61.8,58,1443 €,5.15,5.11,3.17,83.423305,26.3165,16.3255,16.1987,2829.411765,1.007827789,0.6179337232,0.9385113269,0.006113399607,17.29732477,4.476666667,0.2064252771,Premium
1.04,60.7,62,5311 €,6.57,6.51,3.97,169.799679,42.7707,26.0829,25.8447,5106.730769,1.00921659,0.6070336391,1.021416804,0.006124864347,31.27803322,5.683333333,0.2132124137,Premium
1.59,61.5,57,10832 €,7.53,7.59,4.65,265.760055,57.1527,35.0145,35.2935,6812.578616,0.9920948617,0.6150793651,0.9268292683,0.005982840423,40.75857073,6.59,0.2081951185,Ideal
0.92,62.1,57,4011 €,6.2,6.26,3.87,150.20244,38.812,23.994,24.2262,4359.782609,0.9904153355,0.621187801,0.9178743961,0.006125066943,26.70396034,5.443333333,0.2044306728,Ideal
0.32,62,54,523 €,4.41,4.43,2.74,53.529462,19.5363,12.0834,12.1382,1634.375,0.9954853273,0.6199095023,0.8709677419,0.005978016368,9.770320501,3.86,0.2051817833,Ideal
0.32,62,60,910 €,4.37,4.4,2.72,52.30016,19.228,11.8864,11.968,2843.75,0.9931818182,0.6202964652,0.9677419355,0.006118528127,17.39956436,3.83,0.2049566779,Premium
1.14,61.8,59,4022 €,6.74,6.62,4.13,184.275644,44.6188,27.8362,27.3406,3528.070175,1.018126888,0.6182634731,0.9546925566,0.006186384566,21.82599888,5.83,0.2063600999,Premium
0.25,60.7,59,435 €,4.11,4.13,2.5,42.43575,16.9743,10.275,10.325,1740,0.995157385,0.6067961165,0.9719934102,0.005891259139,10.2507909,3.58,0.2133293215,Premium
0.44,62.8,60,832 €,4.86,4.82,3.04,71.212608,23.4252,14.7744,14.6528,1890.909091,1.008298755,0.6280991736,0.9554140127,0.006178681168,11.68332439,4.24,0.2001616174,Premium
0.78,62.8,60,3494 €,5.86,5.79,3.66,124.181604,33.9294,21.4476,21.1914,4479.487179,1.01208981,0.6283261803,0.9554140127,0.006281123571,28.13621251,5.103333333,0.2000635149,Premium
0.31,61.7,55.1,429 €,4.36,4.39,2.7,51.67908,19.1404,11.772,11.853,1383.870968,0.993166287,0.6171428571,0.8930307942,0.005998558798,8.301231369,3.816666667,0.2069076553,Ideal
0.38,63,54,929 €,4.61,4.66,2.92,62.729192,21.4826,13.4612,13.6072,2444.736842,0.9892703863,0.6299892125,0.8571428571,0.006057785664,14.80969179,4.063333333,0.1990278271,Ideal
0.3,61.1,57,1000 €,4.34,4.36,2.66,50.333584,18.9224,11.5444,11.5976,3333.333333,0.995412844,0.6114942529,0.9328968903,0.005960235218,19.86745073,3.786666667,0.2104002147,Ideal
1.32,61.7,55,5721 €,7.07,7.03,4.35,216.204135,49.7021,30.7545,30.5805,4334.090909,1.0056899,0.6170212766,0.8914100486,0.00610534114,26.46110353,6.15,0.2069751152,Ideal
1.12,62.2,60,5363 €,6.65,6.59,4.12,180.55282,43.8235,27.398,27.1508,4788.392857,1.009104704,0.6223564955,0.9646302251,0.006203170906,29.70321926,5.786666667,0.203703773,Premium
0.52,60.4,57,1872 €,5.23,5.2,3.15,85.6674,27.196,16.4745,16.38,3600,1.005769231,0.6040268456,0.9437086093,0.00606998695,21.85195302,4.526666667,0.2150649583,Ideal
1.33,58.6,61,9682 €,7.21,7.17,4.21,217.638897,51.6957,30.3541,30.1857,7279.699248,1.005578801,0.5855354659,1.040955631,0.006111039976,44.48653312,6.196666667,0.2267155001,Premium
1.52,61.3,56,11797 €,7.39,7.44,4.54,249.616464,54.9816,33.5506,33.7776,7761.184211,0.9932795699,0.6122724208,0.9135399674,0.006089341927,47.26050442,6.456666667,0.2099290203,Ideal
0.54,60.8,56,34554.51665 €,5.28,5.37,3.24,91.865664,28.3536,17.1072,17.3988,3090.740741,0.9832402235,0.6084507042,0.9210526316,0.005878148336,18.16783254,4.63,0.2124330334,Ideal
0.5,61.8,59,1420 €,5.07,5.02,3.12,79.408368,25.4514,15.8184,15.6624,2840,1.009960159,0.6184340932,0.9546925566,0.006296565621,17.88224636,4.403333333,0.2061354853,Premium
0.72,61.8,59,2931 €,5.71,5.74,3.54,116.024916,32.7754,20.2134,20.3196,4070.833333,0.9947735192,0.6183406114,0.9546925566,0.006205563639,25.26181532,4.996666667,0.2061557751,Ideal
0.91,61.8,56,3557 €,6.21,6.24,3.85,149.18904,38.7504,23.9085,24.024,3908.791209,0.9951923077,0.6184738956,0.9061488673,0.006099643781,23.84223399,5.433333333,0.2060710535,Ideal
0.46,62.3,56,974 €,4.96,4.93,3.08,75.314624,24.4528,15.2768,15.1844,2117.391304,1.006085193,0.622851365,0.8988764045,0.006107711565,12.93241536,4.323333333,0.2033742641,Ideal
0.5,61.1,59,1610 €,5.08,5.04,3.09,1039.007704,25.6032,15.6972,15.5736,3220,1.007936508,0.6106719368,0.9656301146,0.00632000288,20.35040927,4.403333333,0.2109334905,Premium
0.81,62.2,57,2323 €,5.95,5.98,3.71,132.00551,35.581,22.0745,22.1858,2867.901235,0.9949832776,0.6219614417,0.9163987138,0.0061361075,17.59775028,5.213333333,0.2039170868,Ideal
1.2,62.2,58,5154 €,6.8,6.7,4.2,191.352,45.56,28.56,28.14,4295,1.014925373,0.6222222222,0.9324758842,0.006271165182,26.93465446,5.9,0.2038600966,Premium
0.32,62.1,55,702 €,4.36,4.4,2.72,52.18048,19.184,11.8592,11.968,2193.75,0.9909090909,0.6210045662,0.885668277,0.006132561448,13.45330668,3.826666667,0.204538817,Ideal
1.02,60.8,58,4633 €,6.46,6.5,3.94,165.4406,41.99,25.4524,25.61,4542.156863,0.9938461538,0.6080246914,0.9539473684,0.006165354816,28.00400869,5.633333333,0.212570207,Premium
0.31,60,59,942 €,4.42,4.38,2.64,51.109344,19.3596,11.6688,11.5632,3038.709677,1.00913242,0.6,0.9833333333,0.006065427097,18.43107202,3.813333333,0.2176134564,Premium
1.17,58.5,62,5831 €,6.95,6.9,4.05,194.21775,47.955,28.1475,27.945,4983.760684,1.007246377,0.5848375451,1.05982906,0.006024166174,30.02300253,5.966666667,0.2271690012,Premium
0.63,62.6,56,2442 €,5.45,5.48,3.42,102.14172,29.866,18.639,18.7416,3876.190476,0.9945255474,0.6258005489,0.8945686901,0.006167900834,23.90795847,4.783333333,0.2015540155,Ideal
1.34,62.2,56,11640 €,7.11,7.04,4.4,220.23936,50.0544,31.284,30.976,8686.567164,1.009943182,0.6219081272,0.9003215434,0.006084289384,52.85158838,6.183333333,0.2039888194,Ideal
0.42,62.1,57,992 €,4.8,4.76,2.97,67.85856,22.848,14.256,14.1372,2361.904762,1.008403361,0.6213389121,0.9178743961,0.006189344425,14.61864207,4.176666667,0.2043252438,Premium
1.12,62.1,58,5952 €,6.64,6.6,4.11,180.11664,43.824,27.2904,27.126,5314.285714,1.006060606,0.6208459215,0.9339774557,0.006218192833,33.04525334,5.783333333,0.2046117628,Premium
0.73,62.1,55,2822 €,5.75,5.78,3.58,118.9813,33.235,20.585,20.6924,3865.753425,0.9948096886,0.6209887251,0.885668277,0.006135417919,23.71801283,5.036666667,0.2045185353,Ideal
0.48,62,54,841 €,5.04,5.06,3.13,79.822512,25.5024,15.7752,15.8378,1752.083333,0.9960474308,0.6198019802,0.8709677419,0.006013341199,10.53587489,4.41,0.2052456933,Ideal
0.35,60.8,55,872 €,4.58,4.61,2.79,58.907502,21.1138,12.7782,12.8619,2491.428571,0.9934924078,0.6071817193,0.9046052632,0.005941518281,14.8028684,3.993333333,0.2130984889,Ideal
0.91,63,56,5708 €,6.17,6.12,3.87,146.132748,37.7604,23.8779,23.6844,6272.527473,1.008169935,0.6297803092,0.8888888889,0.006227214724,39.06037543,5.386666667,0.1991286251,Premium
0.51,61.7,58,1781 €,5.15,5.12,3.17,83.58656,26.368,16.3255,16.2304,3492.156863,1.005859375,0.6173320351,0.9400324149,0.006101459373,21.30725322,4.48,0.206783671,Premium
0.9,61.5,59,3770 €,6.2,6.23,3.82,147.55132,38.626,23.684,23.7986,4188.888889,0.9951845907,0.6146419952,0.9593495935,0.006099572677,25.55043222,5.416666667,0.2084455855,Premium
0.53,60.8,58,1914 €,5.25,5.18,3.17,86.20815,27.195,16.6425,16.4206,3611.320755,1.013513514,0.6078619367,0.9539473684,0.006147910609,22.20207718,4.533333333,0.2127453804,Premium
1.07,62.3,57,10061 €,6.56,6.58,4.09,176.544032,43.1648,26.8304,26.9122,9402.803738,0.9969604863,0.6225266362,0.9149277689,0.006060810937,56.98861574,5.743333333,0.2035597894,Ideal
0.71,61.9,56,2178 €,5.7,5.73,3.54,115.61994,32.661,20.178,20.2842,3067.605634,0.9947643979,0.6194225722,0.9046849758,0.006140809276,18.83758113,4.99,0.205486569,Ideal
0.3,61.4,54,911 €,4.34,4.33,2.66,49.987252,18.7922,11.5444,11.5178,3036.666667,1.002309469,0.6136101499,0.8794788274,0.00600153015,18.22464656,3.776666667,0.2090767324,Ideal
0.91,62.2,57,3816 €,6.17,6.12,3.82,144.244728,37.7604,23.5694,23.3784,4193.406593,1.008169935,0.6216436127,0.9163987138,0.00630872277,26.45503966,5.37,0.2041351167,Premium
0.47,62.7,58,931 €,4.97,4.99,3.12,77.376936,24.8003,15.5064,15.5688,1980.851064,0.995991984,0.6265060241,0.9250398724,0.006074161427,12.03200912,4.36,0.2011124826,Premium
0.7,63.1,54,2142 €,5.61,5.67,3.56,113.238972,31.8087,19.9716,20.1852,3060,0.9894179894,0.6312056738,0.8557844691,0.006181617403,18.91574925,4.946666667,0.1982804546,Ideal
1.12,62.7,55,4064 €,6.65,6.61,4.16,182.85904,43.9565,27.664,27.4976,3628.571429,1.006051437,0.6274509804,0.8771929825,0.006124936454,22.22476942,5.806666667,0.2005425382,Premium
1.57,61.7,56,14283 €,7.42,7.49,4.6,255.64868,55.5758,34.132,34.454,9097.452229,0.9906542056,0.6170355466,0.9076175041,0.006141240393,55.8696411,6.503333333,0.2069958901,Ideal
0.67,61,57,2050 €,5.68,5.63,3.45,110.32548,31.9784,19.596,19.4235,3059.701493,1.008880995,0.6100795756,0.9344262295,0.006072939814,18.58138301,4.92,0.2113104423,Premium
0.6,62.3,53.8,2137 €,5.41,5.45,3.38,99.65761,29.4845,18.2858,18.421,3561.666667,0.9926605505,0.6224677716,0.8635634029,0.00602061398,21.44342013,4.746666667,0.2036202029,Ideal
0.54,61.4,57,1684 €,5.23,5.2,3.2,87.0272,27.196,16.736,16.64,3118.518519,1.005769231,0.6136145733,0.9283387622,0.006204956611,19.3502721,4.543333333,0.2090885686,Ideal
0.33,62.3,55,868 €,4.43,4.46,2.77,54.729106,19.7578,12.2711,12.3542,2630.30303,0.9932735426,0.6231721035,0.8828250401,0.006029698347,15.85993383,3.886666667,0.2031811881,Ideal
0.77,62.1,59,3218 €,5.85,5.87,3.64,124.99578,34.3395,21.294,21.3668,4179.220779,0.996592845,0.6211604096,0.9500805153,0.006160207969,25.74486915,5.12,0.2044042749,Premium
0.58,60.9,57,1421 €,5.38,5.33,3.26,93.481804,28.6754,17.5388,17.3758,2450,1.009380863,0.6087768441,0.9359605911,0.006204415995,15.20081919,4.656666667,0.2121267142,Ideal
0.36,61,54,747 €,4.6,4.64,2.82,60.19008,21.344,12.972,13.0848,2075,0.9913793103,0.6103896104,0.8852459016,0.005981052027,12.41068296,4.02,0.2111157358,Ideal
0.38,61.6,55,1992 €,4.66,4.69,2.88,62.943552,21.8554,13.4208,13.5072,5242.105263,0.9936034115,0.6160427807,0.8928571429,0.006037155323,31.64740369,4.076666667,0.2075862007,Ideal
0.42,59.6,59,1210 €,4.96,4.9,2.94,71.45376,24.304,14.5824,14.406,2880.952381,1.012244898,0.5963488844,0.9899328859,0.005877927208,16.93402838,4.266666667,0.2199409544,Premium
1.03,62.8,54,8237 €,6.48,6.39,4.05,167.69916,41.4072,26.244,25.8795,7997.087379,1.014084507,0.6293706294,0.8598726115,0.00614195086,49.1177177,5.64,0.1994503538,Ideal
2.03,60.9,59,18166 €,8.17,8.14,4.97,330.523886,66.5038,40.6049,40.4558,8948.768473,1.003685504,0.6094420601,0.9688013136,0.006141764895,54.96123206,7.093333333,0.2116738746,Premium
0.51,62.6,57,1875 €,5.1,5.12,3.2,83.5584,26.112,16.32,16.384,3676.470588,0.99609375,0.626223092,0.910543131,0.006103515625,22.43939568,4.473333333,0.201286063,Ideal
0.31,61.3,60,489 €,4.32,4.36,2.66,50.101632,18.8352,11.4912,11.5976,1577.419355,0.9908256881,0.6129032258,0.9787928222,0.006187423196,9.760161106,3.78,0.209557655,Premium
0.61,62,54.4,2438 €,5.44,5.47,3.38,,29.7568,18.3872,18.4886,3996.721311,0.9945155393,0.6196150321,0.8774193548,0.006064945585,24.23989727,4.763333333,0.2053690102,Ideal
0.3,61.4,55,524 €,4.32,4.38,2.67,50.520672,18.9216,11.5344,11.6946,1746.666667,0.9863013699,0.6137931034,0.8957654723,0.005938163293,10.37199188,3.79,0.2090602405,Ideal
1.27,61.2,55.7,4931 €,6.95,6.99,4.27,207.438735,48.5805,29.6765,29.8473,3882.677165,0.9942775393,0.612625538,0.910130719,0.006122289552,23.77087384,6.07,0.2097029585,Ideal
0.72,62,57,1743 €,5.68,5.64,3.51,112.443552,32.0352,19.9368,19.7964,2420.833333,1.007092199,0.6201413428,0.9193548387,0.006403212876,15.50111117,4.943333333,0.2050542008,Ideal
0.74,60.7,59,2415 €,5.85,5.82,3.54,120.52638,34.047,20.709,20.6028,3263.513514,1.005154639,0.6066838046,0.9719934102,0.00613973472,20.03710723,5.07,0.2134009265,Premium
